Omni Los Angeles Hotel at California Plaza		2012-09-04	5	This hotel experience was great! Stayed here over Labor Day Weekend and staff was very accommodating. The courtesy car came in handy since it picked us up from the train station, took us to LA Live and a few other places within 3 miles of the hotel. Only thing I didn't like was that there was no jacuzzi.	<span itemprop="streetAddress">251 South Olive Street, 251 South Olive Street, </span><span itemprop="addressLocality">Los Angeles</span>, <span itemprop="addressRegion">CA</span> <span itemprop="postalCode">90012</span>
Omni Los Angeles Hotel at California Plaza		2012-09-01	4	I love the location of the hotel, middle of LA downtown and very safe area. Staff were very friendly and met my expectation.   	<span itemprop="streetAddress">251 South Olive Street, 251 South Olive Street, </span><span itemprop="addressLocality">Los Angeles</span>, <span itemprop="addressRegion">CA</span> <span itemprop="postalCode">90012</span>
Omni Los Angeles Hotel at California Plaza		2012-07-25	5	I'm often in Downtown LA but had never stayed at the Omni until my most recent trip. I will absolutely be back. Great room--immaculately clean, extremely comfortable bed, superb toiletries provided, and everything new and nice. The staff are great, from the efficient and courteous bellhops to the professional front desk personnel. And if you join their club, you get free WiFi, which is a huge bonus. Location is great and within walking distance of wonderful restaurants and the burgeoning Downtown lounge scene. Only (minor) downside is the hike up the hill to the hotel from most of Downtown, but you can avoid it if you use escalators through California Plaza.	<span itemprop="streetAddress">251 South Olive Street, 251 South Olive Street, </span><span itemprop="addressLocality">Los Angeles</span>, <span itemprop="addressRegion">CA</span> <span itemprop="postalCode">90012</span>
Omni Los Angeles Hotel at California Plaza		2012-07-23	4	the only bad thing about this stay is that the shower falls short of perfect. i am 5'1" and the shower head and the projection area was too high. if you want to take a shower and not wet your hair, good luck! it also covered the entire area. you had to shut off the water to apply soap/shampoo.	<span itemprop="streetAddress">251 South Olive Street, 251 South Olive Street, </span><span itemprop="addressLocality">Los Angeles</span>, <span itemprop="addressRegion">CA</span> <span itemprop="postalCode">90012</span>
Omni Los Angeles Hotel at California Plaza		2012-07-17	4	Stayed here as part of a trip down to Chavez Ravine. For a 4 star it was the best value in the area, good room size for 3 adults.   	<span itemprop="streetAddress">251 South Olive Street, 251 South Olive Street, </span><span itemprop="addressLocality">Los Angeles</span>, <span itemprop="addressRegion">CA</span> <span itemprop="postalCode">90012</span>
Omni Los Angeles Hotel at California Plaza		2012-07-15	4	I stayed from the 13 to 14 and decided to extend my stay an aditional day until de 15th. I'ts located in the heart of Downtown L.A. Wich it dies at night but that's ok because we were going out in Hollywood. The lobby and hallways smelled delicious, and their fruit water at the lobby was exelent. I'll defenetly stay here again, or try another one in the country.	<span itemprop="streetAddress">251 South Olive Street, 251 South Olive Street, </span><span itemprop="addressLocality">Los Angeles</span>, <span itemprop="addressRegion">CA</span> <span itemprop="postalCode">90012</span>
Omni Los Angeles Hotel at California Plaza		2012-06-18	4	It was great, the hotel is really well located and it is very confortable, but the vallet parking is really bad, they took like 20minutes everytime.   	<span itemprop="streetAddress">251 South Olive Street, 251 South Olive Street, </span><span itemprop="addressLocality">Los Angeles</span>, <span itemprop="addressRegion">CA</span> <span itemprop="postalCode">90012</span>
Omni Los Angeles Hotel at California Plaza		2012-02-28	4	Only disappointment was on Saturday we had our "privacy" sign on the door. Housekeeping placed a card under the door to call when we needed our room cleaned. Did so at 1:45pm and told them we would be leaving at 2:00 and be gone the rest of the day. Arrived back about 11:00pm to a still uncleaned room. Called down Sunday morning for clean towels, etc. and they were delivered immediately.	<span itemprop="streetAddress">251 South Olive Street, 251 South Olive Street, </span><span itemprop="addressLocality">Los Angeles</span>, <span itemprop="addressRegion">CA</span> <span itemprop="postalCode">90012</span>
Omni Los Angeles Hotel at California Plaza		2012-02-07	4	Hotel is very nicely appointed. Beautiful seating area outside for drinks and appetizers. Would have liked outlets on the desk, and or complimentary computer time. Had an excellent filet in the dining room. Would definitely go back   	<span itemprop="streetAddress">251 South Olive Street, 251 South Olive Street, </span><span itemprop="addressLocality">Los Angeles</span>, <span itemprop="addressRegion">CA</span> <span itemprop="postalCode">90012</span>
Omni Los Angeles Hotel at California Plaza		2012-01-30	4	Received a great online deal for this hotel in the heart of downtown L.A.. Great proximity to L.A. Live (Staples Center, Nokia Theater, entertainment, food, drinks, etc) and the hotel even offers complimentary car service there! One think to mention is you should be certain to reserve the car service early. There was a 45 minute wait when we requested service. Otherwise, the Omni Hotel is a very elegant hotel with superb staff and nicely maintained rooms. I would definitely stay there again.	<span itemprop="streetAddress">251 South Olive Street, 251 South Olive Street, </span><span itemprop="addressLocality">Los Angeles</span>, <span itemprop="addressRegion">CA</span> <span itemprop="postalCode">90012</span>
